CONNECTION_FROM	CONNECTION_TO	CONNECTION_TYPE
ko00040	K14275	belongs_2_pathway
map00040	K14756	belongs_2_pathway
ko00040	K14756	belongs_2_pathway
map00040	K16190	belongs_2_pathway
ko00040	K16190	belongs_2_pathway
map00040	K16849	belongs_2_pathway
ko00040	K16849	belongs_2_pathway
map00040	K16850	belongs_2_pathway
ko00040	K16850	belongs_2_pathway
map00040	K17738	belongs_2_pathway
ko00040	K17738	belongs_2_pathway
map00040	K17743	belongs_2_pathway
ko00040	K17743	belongs_2_pathway
map00040	K17818	belongs_2_pathway
ko00040	K17818	belongs_2_pathway
map00040	K18102	belongs_2_pathway
ko00040	K18102	belongs_2_pathway
map00040	K18103	belongs_2_pathway
ko00040	K18103	belongs_2_pathway
map00040	K18106	belongs_2_pathway
ko00040	K18106	belongs_2_pathway
map00040	K18107	belongs_2_pathway
ko00040	K18107	belongs_2_pathway
map00040	K19551	belongs_2_pathway
ko00040	K19551	belongs_2_pathway
map00040	K19588	belongs_2_pathway
ko00040	K19588	belongs_2_pathway
map00040	K19634	belongs_2_pathway
ko00040	K19634	belongs_2_pathway
map00040	K21030	belongs_2_pathway
ko00040	K21030	belongs_2_pathway
map00040	K21031	belongs_2_pathway
ko00040	K21031	belongs_2_pathway
map00040	K21619	belongs_2_pathway
ko00040	K21619	belongs_2_pathway
map00040	K21680	belongs_2_pathway
ko00040	K21680	belongs_2_pathway
map00040	K21681	belongs_2_pathway
ko00040	K21681	belongs_2_pathway
map00040	K22185	belongs_2_pathway
ko00040	K22185	belongs_2_pathway
map00040	K22186	belongs_2_pathway
ko00040	K22186	belongs_2_pathway
map00040	K22187	belongs_2_pathway
ko00040	K22187	belongs_2_pathway
map00040	K22396	belongs_2_pathway
ko00040	K22396	belongs_2_pathway
map00040	K22397	belongs_2_pathway
ko00040	K22397	belongs_2_pathway
map00040	K22539	belongs_2_pathway
ko00040	K22539	belongs_2_pathway
map00040	K22933	belongs_2_pathway
ko00040	K22933	belongs_2_pathway
map00040	K22935	belongs_2_pathway
ko00040	K22935	belongs_2_pathway
map00040	K22994	belongs_2_pathway
ko00040	K22994	belongs_2_pathway
map00051	K00007	belongs_2_pathway
ko00051	K00007	belongs_2_pathway
map00051	K00008	belongs_2_pathway
ko00051	K00008	belongs_2_pathway
map00051	K00009	belongs_2_pathway
ko00051	K00009	belongs_2_pathway
map00051	K00011	belongs_2_pathway
ko00051	K00011	belongs_2_pathway
map00051	K00045	belongs_2_pathway
ko00051	K00045	belongs_2_pathway
map00051	K00064	belongs_2_pathway
ko00051	K00064	belongs_2_pathway
map00051	K00066	belongs_2_pathway
ko00051	K00066	belongs_2_pathway
map00051	K00068	belongs_2_pathway
ko00051	K00068	belongs_2_pathway
map00051	K00594	belongs_2_pathway
ko00051	K00594	belongs_2_pathway
map00051	K00844	belongs_2_pathway
ko00051	K00844	belongs_2_pathway
map00051	K00846	belongs_2_pathway
ko00051	K00846	belongs_2_pathway
map00051	K00847	belongs_2_pathway
ko00051	K00847	belongs_2_pathway
map00051	K00848	belongs_2_pathway
ko00051	K00848	belongs_2_pathway
map00051	K00850	belongs_2_pathway
ko00051	K00850	belongs_2_pathway
map00051	K00863	belongs_2_pathway
ko00051	K00863	belongs_2_pathway
map00051	K00879	belongs_2_pathway
ko00051	K00879	belongs_2_pathway
map00051	K00881	belongs_2_pathway
ko00051	K00881	belongs_2_pathway
map00051	K00882	belongs_2_pathway
ko00051	K00882	belongs_2_pathway
map00051	K00895	belongs_2_pathway
ko00051	K00895	belongs_2_pathway
map00051	K00900	belongs_2_pathway
ko00051	K00900	belongs_2_pathway
map00051	K00966	belongs_2_pathway
ko00051	K00966	belongs_2_pathway
map00051	K00971	belongs_2_pathway
ko00051	K00971	belongs_2_pathway
map00051	K00976	belongs_2_pathway
ko00051	K00976	belongs_2_pathway
map00051	K01086	belongs_2_pathway
ko00051	K01086	belongs_2_pathway
map00051	K01103	belongs_2_pathway
ko00051	K01103	belongs_2_pathway
map00051	K01218	belongs_2_pathway
ko00051	K01218	belongs_2_pathway
map00051	K01622	belongs_2_pathway
ko00051	K01622	belongs_2_pathway
map00051	K01623	belongs_2_pathway
ko00051	K01623	belongs_2_pathway
map00051	K01624	belongs_2_pathway
ko00051	K01624	belongs_2_pathway
map00051	K01628	belongs_2_pathway
ko00051	K01628	belongs_2_pathway
map00051	K01629	belongs_2_pathway
ko00051	K01629	belongs_2_pathway
map00051	K01711	belongs_2_pathway
ko00051	K01711	belongs_2_pathway
map00051	K01729	belongs_2_pathway
ko00051	K01729	belongs_2_pathway
map00051	K01795	belongs_2_pathway
ko00051	K01795	belongs_2_pathway
map00051	K01803	belongs_2_pathway
ko00051	K01803	belongs_2_pathway
