CONNECTION_FROM	CONNECTION_TO	CONNECTION_TYPE
K00673	2.3.1.109	ko_2_ec
K00674	2.3.1.117	ko_2_ec
K00675	2.3.1.118	ko_2_ec
K00677	2.3.1.129	ko_2_ec
K00678	2.3.1.135	ko_2_ec
K00679	2.3.1.158	ko_2_ec
K00681	2.3.2.2	ko_2_ec
K00681	3.4.19.13	ko_2_ec
K00682	4.3.2.9	ko_2_ec
K00683	2.3.2.5	ko_2_ec
K00684	2.3.2.6	ko_2_ec
K00685	2.3.2.8	ko_2_ec
K00686	2.3.2.13	ko_2_ec
K00688	2.4.1.1	ko_2_ec
K00689	2.4.1.5	ko_2_ec
K00690	2.4.1.7	ko_2_ec
K00691	2.4.1.8	ko_2_ec
K00692	2.4.1.10	ko_2_ec
K00693	2.4.1.11	ko_2_ec
K00694	2.4.1.12	ko_2_ec
K00695	2.4.1.13	ko_2_ec
K00696	2.4.1.14	ko_2_ec
K00697	2.4.1.15	ko_2_ec
K00697	2.4.1.347	ko_2_ec
K00698	2.4.1.16	ko_2_ec
K00699	2.4.1.17	ko_2_ec
K00700	2.4.1.18	ko_2_ec
K00701	2.4.1.19	ko_2_ec
K00702	2.4.1.20	ko_2_ec
K00703	2.4.1.21	ko_2_ec
K00704	2.4.1.22	ko_2_ec
K00705	2.4.1.25	ko_2_ec
K00706	2.4.1.34	ko_2_ec
K00709	2.4.1.40	ko_2_ec
K00709	2.4.1.37	ko_2_ec
K00710	2.4.1.41	ko_2_ec
K00712	2.4.1.52	ko_2_ec
K00715	2.4.1.62	ko_2_ec
K00716	2.4.1.65	ko_2_ec
K00717	2.4.1.68	ko_2_ec
K00718	2.4.1.69	ko_2_ec
K00719	2.4.1.79	ko_2_ec
K00720	2.4.1.80	ko_2_ec
K00721	2.4.1.83	ko_2_ec
K00722	2.4.1.88	ko_2_ec
K00725	2.4.1.92	ko_2_ec
K00726	2.4.1.101	ko_2_ec
K00727	2.4.1.102	ko_2_ec
K00728	2.4.1.109	ko_2_ec
K00729	2.4.1.117	ko_2_ec
K00731	2.4.1.122	ko_2_ec
K00733	2.4.1.133	ko_2_ec
K00734	2.4.1.134	ko_2_ec
K00735	2.4.1.135	ko_2_ec
K00736	2.4.1.143	ko_2_ec
K00737	2.4.1.144	ko_2_ec
K00738	2.4.1.145	ko_2_ec
K00739	2.4.1.147	ko_2_ec
K00741	2.4.1.149	ko_2_ec
K00742	2.4.1.150	ko_2_ec
K00743	2.4.1.87	ko_2_ec
K00744	2.4.1.155	ko_2_ec
K00746	2.4.1.174	ko_2_ec
K00746	2.4.1.175	ko_2_ec
K00747	2.4.1.175	ko_2_ec
K00747	2.4.1.226	ko_2_ec
K00748	2.4.1.182	ko_2_ec
K00749	2.4.1.183	ko_2_ec
K00750	2.4.1.186	ko_2_ec
K00752	2.4.1.212	ko_2_ec
K00753	2.4.1.214	ko_2_ec
K00756	2.4.2.2	ko_2_ec
K00757	2.4.2.3	ko_2_ec
K00758	2.4.2.4	ko_2_ec
K00759	2.4.2.7	ko_2_ec
K00760	2.4.2.8	ko_2_ec
K00761	2.4.2.9	ko_2_ec
K00762	2.4.2.10	ko_2_ec
K00763	6.3.4.21	ko_2_ec
K00764	2.4.2.14	ko_2_ec
K00765	2.4.2.17	ko_2_ec
K00766	2.4.2.18	ko_2_ec
K00767	2.4.2.19	ko_2_ec
K00768	2.4.2.21	ko_2_ec
K00769	2.4.2.22	ko_2_ec
K00770	2.4.2.24	ko_2_ec
K00771	2.4.2.26	ko_2_ec
K00772	2.4.2.28	ko_2_ec
K00773	2.4.2.29	ko_2_ec
K00774	2.4.2.30	ko_2_ec
K00775	2.4.2.31	ko_2_ec
K00776	2.4.2.36	ko_2_ec
K00778	2.4.99.1	ko_2_ec
K00779	2.4.99.1	ko_2_ec
K00780	2.4.99.4	ko_2_ec
K00781	2.4.99.6	ko_2_ec
K00783	2.1.1.177	ko_2_ec
K00784	3.1.26.11	ko_2_ec
